,Read number,Strand,Location of the gene in the read,Read length,Start,End
11,NC_030948-55,1,"[1326, 1385)",723,1326,1385
12,NC_030948-55,1,"[1386, 1387)",723,1386,1387
13,NC_030948-55,1,"[1391, 1393)",724,1391,1393
14,NC_030948-55,1,"[1428, 1463)",758,1428,1463
15,NC_030948-55,1,"[1530, 1619)",846,1530,1619
16,NC_030948-55,1,"[1631, 2040)",1254,1631,2040
17,NC_030948-55,1,"[2652, 2656)",1257,2652,2656
18,NC_030948-55,1,"[2666, 2697)",1287,2666,2697
19,NC_030948-55,1,"[2698, 2700)",1288,2698,2700
20,NC_030948-55,1,"[2720, 2729)",1296,2720,2729
21,NC_030948-55,1,"[2754, 2881)",1422,2754,2881
22,NC_030948-55,1,"[2884, 2888)",1425,2884,2888
23,NC_030948-55,1,"[2919, 2924)",1429,2919,2924
24,NC_030948-55,1,"[2927, 2931)",1432,2927,2931
25,NC_030948-55,1,"[2937, 2938)",1432,2937,2938
26,NC_030948-55,1,"[2943, 2945)",1433,2943,2945
27,NC_030948-55,1,"[2954, 2958)",1436,2954,2958
28,NC_030948-55,1,"[2965, 2993)",1463,2965,2993
29,NC_030948-55,1,"[2995, 3027)",1494,2995,3027
30,NC_030948-55,1,"[3029, 3033)",1497,3029,3033
31,NC_030948-55,1,"[3039, 3041)",1498,3039,3041
32,NC_030948-55,1,"[3048, 3055)",1504,3048,3055
33,NC_030948-55,1,"[3059, 3090)",1534,3059,3090
34,NC_030948-55,1,"[3267, 3297)",1563,3267,3297
35,NC_030948-55,1,"[3445, 3557)",1674,3445,3557
36,NC_030948-55,1,"[3578, 3723)",1818,3578,3723
37,NC_030948-55,1,"[3807, 3876)",1886,3807,3876
38,NC_030948-55,1,"[3888, 3890)",1887,3888,3890
39,NC_030948-55,1,"[3892, 3895)",1889,3892,3895
40,NC_030948-55,1,"[4027, 4065)",1926,4027,4065
41,NC_030948-55,1,"[4080, 4159)",2004,4080,4159
42,NC_030948-55,1,"[4182, 4284)",2105,4182,4284
0,NC_030948-57,1,"[0, 423)",422,0,423
1,NC_030948-57,1,"[612, 1122)",931,612,1122
2,NC_030948-57,1,"[1285, 1310)",955,1285,1310
3,NC_030948-57,1,"[1428, 1491)",1017,1428,1491
4,NC_030948-57,1,"[1530, 2550)",2036,1530,2550
5,NC_030948-57,1,"[2560, 2562)",2037,2560,2562
6,NC_030948-57,1,"[2567, 2571)",2040,2567,2571
7,NC_030948-57,1,"[2575, 2731)",2195,2575,2731
8,NC_030948-57,1,"[2754, 3240)",2680,2754,3240
9,NC_030948-57,1,"[3264, 3876)",3291,3264,3876
10,NC_030948-57,1,"[4185, 4191)",3296,4185,4191
11,NC_030948-57,1,"[4284, 4364)",3375,4284,4364
12,NC_030948-57,1,"[4365, 4372)",3381,4365,4372
13,NC_030948-57,1,"[4373, 4488)",3495,4373,4488
14,NC_030948-57,1,"[4589, 4590)",3495,4589,4590
15,NC_030948-57,1,"[4599, 4605)",3500,4599,4605
16,NC_030948-57,1,"[4606, 4669)",3562,4606,4669
17,NC_030948-57,1,"[4692, 4716)",3585,4692,4716
18,NC_030948-57,1,"[4727, 4728)",3585,4727,4728
19,NC_030948-57,1,"[4742, 4762)",3604,4742,4762
20,NC_030948-57,1,"[4772, 4794)",3625,4772,4794
21,NC_030948-57,1,"[4859, 5271)",4036,4859,5271
22,NC_030948-57,1,"[5272, 5702)",4465,5272,5702
23,NC_030948-57,1,"[5712, 5955)",4707,5712,5955
24,NC_030948-57,1,"[5956, 5961)",4711,5956,5961
25,NC_030948-57,1,"[6005, 6472)",5177,6005,6472
26,NC_030948-57,1,"[6476, 6493)",5193,6476,6493
27,NC_030948-57,1,"[6496, 6522)",5218,6496,6522
28,NC_030948-57,1,"[6523, 6630)",5324,6523,6630
29,NC_030948-57,1,"[6693, 6732)",5362,6693,6732
0,NC_030948-58,1,"[28, 75)",46,28,75
1,NC_030948-58,1,"[106, 108)",47,106,108
2,NC_030948-58,1,"[110, 159)",95,110,159
3,NC_030948-58,1,"[204, 220)",110,204,220
4,NC_030948-58,1,"[221, 222)",110,221,222
5,NC_030948-58,1,"[406, 503)",206,406,503
6,NC_030948-58,1,"[510, 612)",307,510,612
7,NC_030948-58,1,"[672, 768)",402,672,768
8,NC_030948-58,1,"[816, 1025)",610,816,1025
9,NC_030948-58,1,"[1026, 1038)",621,1026,1038
10,NC_030948-58,1,"[1061, 1063)",622,1061,1063
11,NC_030948-58,1,"[1081, 1086)",626,1081,1086
12,NC_030948-58,1,"[1169, 1276)",732,1169,1276
13,NC_030948-58,1,"[1279, 1281)",733,1279,1281
14,NC_030948-58,1,"[1326, 1734)",1140,1326,1734
15,NC_030948-58,1,"[1741, 1836)",1234,1741,1836
16,NC_030948-58,1,"[1839, 1840)",1234,1839,1840
17,NC_030948-58,1,"[1855, 1884)",1262,1855,1884
18,NC_030948-58,1,"[1886, 1889)",1264,1886,1889
19,NC_030948-58,1,"[1891, 1892)",1264,1891,1892
20,NC_030948-58,1,"[1938, 1956)",1281,1938,1956
21,NC_030948-58,1,"[1961, 1966)",1285,1961,1966
22,NC_030948-58,1,"[1999, 2025)",1310,1999,2025
23,NC_030948-58,1,"[2040, 2142)",1411,2040,2142
24,NC_030948-58,1,"[2234, 2346)",1522,2234,2346
25,NC_030948-58,1,"[2431, 2448)",1538,2431,2448
26,NC_030948-58,1,"[2550, 2652)",1639,2550,2652
27,NC_030948-58,1,"[2702, 2710)",1646,2702,2710
28,NC_030948-58,1,"[2727, 2732)",1650,2727,2732
29,NC_030948-58,1,"[2736, 2754)",1667,2736,2754
30,NC_030948-58,1,"[2958, 3033)",1741,2958,3033
31,NC_030948-58,1,"[3149, 3150)",1741,3149,3150
32,NC_030948-58,1,"[3151, 3162)",1751,3151,3162
0,NC_030948-59,1,"[0, 41)",40,0,41
1,NC_030948-59,1,"[102, 548)",485,102,548
2,NC_030948-59,1,"[552, 555)",487,552,555
3,NC_030948-59,1,"[559, 560)",487,559,560
4,NC_030948-59,1,"[562, 563)",487,562,563
5,NC_030948-59,1,"[565, 612)",533,565,612
6,NC_030948-59,1,"[746, 765)",551,746,765
7,NC_030948-59,1,"[829, 1269)",990,829,1269
8,NC_030948-59,1,"[1334, 1335)",990,1334,1335
9,NC_030948-59,1,"[1337, 1428)",1080,1337,1428
10,NC_030948-59,1,"[1595, 1631)",1115,1595,1631
11,NC_030948-59,1,"[1639, 1640)",1115,1639,1640
12,NC_030948-59,1,"[1787, 1833)",1160,1787,1833
13,NC_030948-59,1,"[1835, 1836)",1160,1835,1836
14,NC_030948-59,1,"[1894, 1938)",1203,1894,1938
15,NC_030948-59,1,"[2346, 2412)",1268,2346,2412
16,NC_030948-59,1,"[2451, 2550)",1366,2451,2550
17,NC_030948-59,1,"[2600, 2615)",1380,2600,2615
18,NC_030948-59,1,"[2619, 2657)",1417,2619,2657
19,NC_030948-59,1,"[2658, 2659)",1417,2658,2659
20,NC_030948-59,1,"[2850, 2856)",1422,2850,2856
21,NC_030948-59,1,"[2862, 3240)",1799,2862,3240
22,NC_030948-59,1,"[3264, 3376)",1910,3264,3376
23,NC_030948-59,1,"[3379, 3384)",1914,3379,3384
24,NC_030948-59,1,"[3386, 3421)",1948,3386,3421
25,NC_030948-59,1,"[3425, 3468)",1990,3425,3468
26,NC_030948-59,1,"[3480, 3584)",2093,3480,3584
27,NC_030948-59,1,"[3771, 3774)",2095,3771,3774
28,NC_030948-59,1,"[4080, 4120)",2134,4080,4120
29,NC_030948-59,1,"[4122, 4123)",2134,4122,4123
30,NC_030948-59,1,"[4182, 4306)",2257,4182,4306
31,NC_030948-59,1,"[4307, 4386)",2335,4307,4386
32,NC_030948-59,1,"[4488, 4534)",2380,4488,4534
33,NC_030948-59,1,"[4540, 4541)",2380,4540,4541
34,NC_030948-59,1,"[4542, 4544)",2381,4542,4544
35,NC_030948-59,1,"[4595, 4606)",2391,4595,4606
36,NC_030948-59,1,"[4612, 4751)",2529,4612,4751
37,NC_030948-59,1,"[4753, 4754)",2529,4753,4754
38,NC_030948-59,1,"[4794, 4896)",2630,4794,4896
39,NC_030948-59,1,"[4951, 5090)",2768,4951,5090
40,NC_030948-59,1,"[5100, 5202)",2869,5100,5202
41,NC_030948-59,1,"[5300, 5397)",2965,5300,5397
42,NC_030948-59,1,"[5398, 5613)",3179,5398,5613
43,NC_030948-59,1,"[5679, 5682)",3181,5679,5682
44,NC_030948-59,1,"[5683, 5712)",3209,5683,5712
45,NC_030948-59,1,"[5824, 5825)",3209,5824,5825
46,NC_030948-59,1,"[5829, 5916)",3295,5829,5916
47,NC_030948-59,1,"[6074, 6106)",3326,6074,6106
48,NC_030948-59,1,"[6111, 6113)",3327,6111,6113
49,NC_030948-59,1,"[6120, 6217)",3423,6120,6217
50,NC_030948-59,1,"[6287, 6289)",3424,6287,6289
51,NC_030948-59,1,"[6297, 6298)",3424,6297,6298
52,NC_030948-59,1,"[6302, 6324)",3445,6302,6324
53,NC_030948-59,1,"[6426, 6499)",3517,6426,6499
54,NC_030948-59,1,"[6539, 6561)",3538,6539,6561
55,NC_030948-59,1,"[6565, 6704)",3676,6565,6704
56,NC_030948-59,1,"[6705, 6719)",3689,6705,6719
57,NC_030948-59,1,"[6732, 6834)",3790,6732,6834
58,NC_030948-59,1,"[6868, 6959)",3880,6868,6959
0,NC_030948-60,1,"[4, 204)",199,4,204
1,NC_030948-60,1,"[321, 361)",238,321,361
2,NC_030948-60,1,"[363, 365)",239,363,365
3,NC_030948-60,1,"[510, 596)",324,510,596
4,NC_030948-60,1,"[612, 769)",480,612,769
5,NC_030948-60,1,"[770, 771)",480,770,771
6,NC_030948-60,1,"[772, 773)",480,772,773
7,NC_030948-60,1,"[775, 819)",523,775,819
8,NC_030948-60,1,"[822, 869)",569,822,869
9,NC_030948-60,1,"[875, 877)",570,875,877
10,NC_030948-60,1,"[879, 884)",574,879,884
11,NC_030948-60,1,"[894, 905)",584,894,905
12,NC_030948-60,1,"[914, 989)",658,914,989
13,NC_030948-60,1,"[1007, 1009)",659,1007,1009
14,NC_030948-60,1,"[1012, 1013)",659,1012,1013
15,NC_030948-60,1,"[1014, 1015)",659,1014,1015
16,NC_030948-60,1,"[1016, 1617)",1259,1016,1617
17,NC_030948-60,1,"[1632, 1777)",1403,1632,1777
18,NC_030948-60,1,"[1815, 1816)",1403,1815,1816
19,NC_030948-60,1,"[1826, 1836)",1412,1826,1836
20,NC_030948-60,1,"[1853, 1859)",1417,1853,1859
21,NC_030948-60,1,"[1869, 1944)",1491,1869,1944
22,NC_030948-60,1,"[2271, 2282)",1501,2271,2282
23,NC_030948-60,1,"[2346, 2448)",1602,2346,2448
24,NC_030948-60,1,"[2538, 2617)",1680,2538,2617
25,NC_030948-60,1,"[2622, 2623)",1680,2622,2623
26,NC_030948-60,1,"[2767, 2839)",1751,2767,2839
27,NC_030948-60,1,"[2856, 3100)",1994,2856,3100
28,NC_030948-60,1,"[3101, 3102)",1994,3101,3102
29,NC_030948-60,1,"[3107, 3108)",1994,3107,3108
30,NC_030948-60,1,"[3113, 3151)",2031,3113,3151
31,NC_030948-60,1,"[3152, 3158)",2036,3152,3158
32,NC_030948-60,1,"[3203, 3339)",2171,3203,3339
33,NC_030948-60,1,"[3366, 3468)",2272,3366,3468
34,NC_030948-60,1,"[3510, 3524)",2285,3510,3524
35,NC_030948-60,1,"[3527, 3570)",2327,3527,3570
36,NC_030948-60,1,"[3876, 3957)",2407,3876,3957
37,NC_030948-60,1,"[3978, 4104)",2532,3978,4104
38,NC_030948-60,1,"[4298, 4377)",2610,4298,4377
39,NC_030948-60,1,"[4381, 4383)",2611,4381,4383
40,NC_030948-60,1,"[4386, 4590)",2814,4386,4590
41,NC_030948-60,1,"[4695, 4783)",2901,4695,4783
42,NC_030948-60,1,"[4794, 4896)",3002,4794,4896
0,NC_030948-62,1,"[0, 408)",407,0,408
1,NC_030948-62,1,"[770, 836)",472,770,836
2,NC_030948-62,1,"[918, 1069)",622,918,1069
3,NC_030948-62,1,"[1070, 1072)",623,1070,1072
4,NC_030948-62,1,"[1094, 1224)",752,1094,1224
5,NC_030948-62,1,"[1340, 1341)",752,1340,1341
6,NC_030948-62,1,"[1428, 1530)",853,1428,1530
7,NC_030948-62,1,"[1836, 1917)",933,1836,1917
8,NC_030948-62,1,"[1938, 2046)",1040,1938,2046
9,NC_030948-62,1,"[2346, 2402)",1095,2346,2402
10,NC_030948-62,1,"[2542, 2550)",1102,2542,2550
11,NC_030948-62,1,"[2652, 2711)",1160,2652,2711
12,NC_030948-62,1,"[2714, 2717)",1162,2714,2717
13,NC_030948-62,1,"[2757, 2856)",1260,2757,2856
14,NC_030948-62,1,"[2958, 3057)",1358,2958,3057
15,NC_030948-62,1,"[3060, 3162)",1459,3060,3162
16,NC_030948-62,1,"[3256, 3339)",1541,3256,3339
17,NC_030948-62,1,"[3366, 3409)",1583,3366,3409
18,NC_030948-62,1,"[3412, 3604)",1774,3412,3604
19,NC_030948-62,1,"[3619, 3876)",2030,3619,3876
20,NC_030948-62,1,"[3965, 3975)",2039,3965,3975
21,NC_030948-62,1,"[4083, 4264)",2219,4083,4264
22,NC_030948-62,1,"[4267, 4277)",2228,4267,4277
23,NC_030948-62,1,"[4280, 5158)",3105,4280,5158
24,NC_030948-62,1,"[5160, 5164)",3108,5160,5164
25,NC_030948-62,1,"[5174, 5202)",3135,5174,5202
26,NC_030948-62,1,"[5255, 5387)",3266,5255,5387
27,NC_030948-62,1,"[5389, 5393)",3269,5389,5393
28,NC_030948-62,1,"[5406, 6120)",3982,5406,6120
29,NC_030948-62,1,"[6186, 6189)",3984,6186,6189
30,NC_030948-62,1,"[6250, 6405)",4138,6250,6405
31,NC_030948-62,1,"[6409, 6410)",4138,6409,6410
32,NC_030948-62,1,"[6418, 6630)",4349,6418,6630
33,NC_030948-62,1,"[6732, 6825)",4441,6732,6825
34,NC_030948-62,1,"[6834, 7140)",4746,6834,7140
35,NC_030948-62,1,"[7171, 7236)",4810,7171,7236
36,NC_030948-62,1,"[7241, 7325)",4893,7241,7325
37,NC_030948-62,1,"[7326, 7328)",4894,7326,7328
38,NC_030948-62,1,"[7329, 7347)",4911,7329,7347
39,NC_030948-62,1,"[7364, 7367)",4913,7364,7367
40,NC_030948-62,1,"[7369, 7371)",4914,7369,7371
41,NC_030948-62,1,"[7374, 7446)",4985,7374,7446
42,NC_030948-62,1,"[7752, 7781)",5013,7752,7781
0,NC_030948-63,1,"[0, 539)",538,0,539
1,NC_030948-63,1,"[553, 567)",551,553,567
2,NC_030948-63,1,"[580, 698)",668,580,698
3,NC_030948-63,1,"[699, 712)",680,699,712
4,NC_030948-63,1,"[714, 1272)",1237,714,1272
5,NC_030948-63,1,"[1282, 1288)",1242,1282,1288
6,NC_030948-63,1,"[1323, 1326)",1244,1323,1326
7,NC_030948-63,1,"[1332, 1346)",1257,1332,1346
8,NC_030948-63,1,"[1369, 1370)",1257,1369,1370
9,NC_030948-63,1,"[1382, 1428)",1302,1382,1428
10,NC_030948-63,1,"[1431, 1434)",1304,1431,1434
11,NC_030948-63,1,"[1443, 1446)",1306,1443,1446
12,NC_030948-63,1,"[1447, 1448)",1306,1447,1448
13,NC_030948-63,1,"[1462, 1480)",1323,1462,1480
14,NC_030948-63,1,"[1487, 1637)",1472,1487,1637
15,NC_030948-63,1,"[1642, 1645)",1474,1642,1645
16,NC_030948-63,1,"[1654, 1685)",1504,1654,1685
17,NC_030948-63,1,"[1688, 1938)",1753,1688,1938
18,NC_030948-63,1,"[2051, 2119)",1820,2051,2119
19,NC_030948-63,1,"[2227, 2231)",1823,2227,2231
20,NC_030948-63,1,"[2233, 2238)",1827,2233,2238
21,NC_030948-63,1,"[2241, 2331)",1916,2241,2331
22,NC_030948-63,1,"[2346, 2380)",1949,2346,2380
23,NC_030948-63,1,"[2404, 2464)",2008,2404,2464
24,NC_030948-63,1,"[2492, 2504)",2019,2492,2504
25,NC_030948-63,1,"[2506, 2507)",2019,2506,2507
26,NC_030948-63,1,"[2509, 2550)",2059,2509,2550
27,NC_030948-63,1,"[2650, 2683)",2091,2650,2683
28,NC_030948-63,1,"[2754, 2887)",2223,2754,2887
29,NC_030948-63,1,"[2980, 2983)",2225,2980,2983
30,NC_030948-63,1,"[2985, 2990)",2229,2985,2990
31,NC_030948-63,1,"[2994, 3411)",2645,2994,3411
32,NC_030948-63,1,"[3430, 3589)",2803,3430,3589
33,NC_030948-63,1,"[3594, 3595)",2803,3594,3595
34,NC_030948-63,1,"[3662, 3665)",2805,3662,3665
35,NC_030948-63,1,"[3671, 3672)",2805,3671,3672
36,NC_030948-63,1,"[3753, 3774)",2825,3753,3774
37,NC_030948-63,1,"[3784, 3787)",2827,3784,3787
38,NC_030948-63,1,"[3788, 3804)",2842,3788,3804
39,NC_030948-63,1,"[3813, 3832)",2860,3813,3832
40,NC_030948-63,1,"[3876, 3931)",2914,3876,3931
41,NC_030948-63,1,"[3946, 3956)",2923,3946,3956
42,NC_030948-63,1,"[3963, 4080)",3039,3963,4080
43,NC_030948-63,1,"[4126, 4129)",3041,4126,4129
44,NC_030948-63,1,"[4134, 4135)",3041,4134,4135
45,NC_030948-63,1,"[4136, 4237)",3141,4136,4237
46,NC_030948-63,1,"[4312, 4401)",3229,4312,4401
47,NC_030948-63,1,"[4545, 4590)",3273,4545,4590
48,NC_030948-63,1,"[4666, 4711)",3317,4666,4711
49,NC_030948-63,1,"[4794, 4896)",3418,4794,4896
50,NC_030948-63,1,"[4941, 4992)",3468,4941,4992
51,NC_030948-63,1,"[4993, 4994)",3468,4993,4994
52,NC_030948-63,1,"[4998, 5058)",3527,4998,5058
53,NC_030948-63,1,"[5156, 5157)",3527,5156,5157
54,NC_030948-63,1,"[5158, 5281)",3649,5158,5281
55,NC_030948-63,1,"[5304, 5863)",4207,5304,5863
56,NC_030948-63,1,"[5865, 5891)",4232,5865,5891
57,NC_030948-63,1,"[5892, 6324)",4663,5892,6324
58,NC_030948-63,1,"[6333, 6334)",4663,6333,6334
59,NC_030948-63,1,"[6426, 6583)",4819,6426,6583
60,NC_030948-63,1,"[6590, 6593)",4821,6590,6593
61,NC_030948-63,1,"[6599, 6974)",5195,6599,6974
62,NC_030948-63,1,"[7017, 7027)",5204,7017,7027
63,NC_030948-63,1,"[7038, 7140)",5305,7038,7140
64,NC_030948-63,1,"[7217, 7309)",5396,7217,7309
65,NC_030948-63,1,"[7344, 7526)",5577,7344,7526
66,NC_030948-63,1,"[7527, 7528)",5577,7527,7528
67,NC_030948-63,1,"[7529, 7533)",5580,7529,7533
68,NC_030948-63,1,"[7534, 7536)",5581,7534,7536
69,NC_030948-63,1,"[7547, 7654)",5687,7547,7654
70,NC_030948-63,1,"[7698, 7705)",5693,7698,7705
71,NC_030948-63,1,"[7706, 7752)",5738,7706,7752
72,NC_030948-63,1,"[7874, 7890)",5753,7874,7890
73,NC_030948-63,1,"[7895, 7898)",5755,7895,7898
74,NC_030948-63,1,"[7907, 7910)",5757,7907,7910
75,NC_030948-63,1,"[7956, 8364)",6164,7956,8364
76,NC_030948-63,1,"[8562, 8565)",6166,8562,8565
77,NC_030948-63,1,"[8568, 9180)",6777,8568,9180
78,NC_030948-63,1,"[9418, 9456)",6814,9418,9456
79,NC_030948-63,1,"[9460, 9473)",6826,9460,9473
80,NC_030948-63,1,"[9475, 9476)",6826,9475,9476
81,NC_030948-63,1,"[9486, 9534)",6873,9486,9534
82,NC_030948-63,1,"[9621, 9626)",6877,9621,9626
83,NC_030948-63,1,"[9641, 9646)",6881,9641,9646
84,NC_030948-63,1,"[9647, 9653)",6886,9647,9653
85,NC_030948-63,1,"[9655, 9662)",6892,9655,9662
86,NC_030948-63,1,"[9668, 9690)",6913,9668,9690
87,NC_030948-63,1,"[9792, 10356)",7476,9792,10356
88,NC_030948-63,1,"[10481, 10515)",7509,10481,10515
89,NC_030948-63,1,"[10608, 10867)",7767,10608,10867
90,NC_030948-63,1,"[10870, 11441)",8337,10870,11441
91,NC_030948-63,1,"[11480, 11483)",8339,11480,11483
92,NC_030948-63,1,"[11499, 11526)",8365,11499,11526
93,NC_030948-63,1,"[11529, 11552)",8387,11529,11552
94,NC_030948-63,1,"[11563, 11570)",8393,11563,11570
95,NC_030948-63,1,"[11573, 11605)",8424,11573,11605
96,NC_030948-63,1,"[11607, 11617)",8433,11607,11617
97,NC_030948-63,1,"[11624, 11628)",8436,11624,11628
98,NC_030948-63,1,"[11746, 11798)",8487,11746,11798
99,NC_030948-63,1,"[11801, 11807)",8492,11801,11807
100,NC_030948-63,1,"[11832, 11852)",8511,11832,11852
101,NC_030948-63,1,"[11934, 12240)",8816,11934,12240
102,NC_030948-63,1,"[12265, 12268)",8818,12265,12268
103,NC_030948-63,1,"[12274, 12346)",8889,12274,12346
104,NC_030948-63,1,"[12444, 12750)",9194,12444,12750
0,NC_030948-64,1,"[69, 70)",0,69,70
1,NC_030948-64,1,"[79, 1020)",940,79,1020
2,NC_030948-64,1,"[1121, 1122)",940,1121,1122
3,NC_030948-64,1,"[1224, 1315)",1030,1224,1315
4,NC_030948-64,1,"[1326, 1356)",1059,1326,1356
5,NC_030948-64,1,"[1360, 1762)",1460,1360,1762
6,NC_030948-64,1,"[1765, 1766)",1460,1765,1766
7,NC_030948-64,1,"[1806, 2335)",1988,1806,2335
8,NC_030948-64,1,"[2346, 3184)",2825,2346,3184
9,NC_030948-64,1,"[3200, 3207)",2831,3200,3207
10,NC_030948-64,1,"[3209, 3214)",2835,3209,3214
11,NC_030948-64,1,"[3235, 3247)",2846,3235,3247
12,NC_030948-64,1,"[3252, 3262)",2855,3252,3262
13,NC_030948-64,1,"[3335, 3336)",2855,3335,3336
14,NC_030948-64,1,"[3468, 3530)",2916,3468,3530
15,NC_030948-64,1,"[3570, 3672)",3017,3570,3672
16,NC_030948-64,1,"[3740, 3755)",3031,3740,3755
17,NC_030948-64,1,"[3763, 3764)",3031,3763,3764
18,NC_030948-64,1,"[3766, 3774)",3038,3766,3774
19,NC_030948-64,1,"[3841, 3864)",3060,3841,3864
20,NC_030948-64,1,"[3978, 4072)",3153,3978,4072
21,NC_030948-64,1,"[4080, 4627)",3699,4080,4627
22,NC_030948-64,1,"[4628, 4656)",3726,4628,4656
23,NC_030948-64,1,"[4692, 4711)",3744,4692,4711
24,NC_030948-64,1,"[4714, 4794)",3823,4714,4794
25,NC_030948-64,1,"[4836, 5048)",4034,4836,5048
26,NC_030948-64,1,"[5099, 5100)",4034,5099,5100
27,NC_030948-64,1,"[5308, 5318)",4043,5308,5318
28,NC_030948-64,1,"[5364, 5508)",4186,5364,5508
29,NC_030948-64,1,"[5597, 5610)",4198,5597,5610
30,NC_030948-64,1,"[5965, 5985)",4217,5965,5985
31,NC_030948-64,1,"[6035, 6120)",4301,6035,6120
32,NC_030948-64,1,"[6220, 6221)",4301,6220,6221
33,NC_030948-64,1,"[6225, 6290)",4365,6225,6290
34,NC_030948-64,1,"[6291, 6294)",4367,6291,6294
35,NC_030948-64,1,"[6324, 6412)",4454,6324,6412
36,NC_030948-64,1,"[6426, 6630)",4657,6426,6630
37,NC_030948-64,1,"[6848, 6933)",4741,6848,6933
38,NC_030948-64,1,"[6936, 6939)",4743,6936,6939
39,NC_030948-64,1,"[7007, 7013)",4748,7007,7013
40,NC_030948-64,1,"[7038, 7139)",4848,7038,7139
41,NC_030948-64,1,"[7140, 7143)",4850,7140,7143
42,NC_030948-64,1,"[7213, 7242)",4878,7213,7242
43,NC_030948-64,1,"[7343, 7417)",4951,7343,7417
44,NC_030948-64,1,"[7446, 7548)",5052,7446,7548
45,NC_030948-64,1,"[7552, 7559)",5058,7552,7559
46,NC_030948-64,1,"[7571, 7650)",5136,7571,7650
47,NC_030948-64,1,"[7657, 7666)",5144,7657,7666
48,NC_030948-64,1,"[7854, 7942)",5231,7854,7942
49,NC_030948-64,1,"[7956, 9180)",6454,7956,9180
50,NC_030948-64,1,"[9266, 9278)",6465,9266,9278
51,NC_030948-64,1,"[9282, 9330)",6512,9282,9330
52,NC_030948-64,1,"[9588, 9672)",6595,9588,9672
53,NC_030948-64,1,"[9674, 9675)",6595,9674,9675
54,NC_030948-64,1,"[9676, 9680)",6598,9676,9680
55,NC_030948-64,1,"[9690, 9792)",6699,9690,9792
56,NC_030948-64,1,"[9863, 9943)",6778,9863,9943
57,NC_030948-64,1,"[9947, 9948)",6778,9947,9948
58,NC_030948-64,1,"[9996, 10404)",7185,9996,10404
59,NC_030948-64,1,"[10452, 10602)",7334,10452,10602
60,NC_030948-64,1,"[10608, 10622)",7347,10608,10622
61,NC_030948-64,1,"[10795, 10880)",7431,10795,10880
62,NC_030948-64,1,"[10914, 10932)",7448,10914,10932
63,NC_030948-64,1,"[10974, 10977)",7450,10974,10977
64,NC_030948-64,1,"[11019, 11020)",7450,11019,11020
65,NC_030948-64,1,"[11022, 11220)",7647,11022,11220
66,NC_030948-64,1,"[11301, 11322)",7667,11301,11322
67,NC_030948-64,1,"[11423, 11424)",7667,11423,11424
68,NC_030948-64,1,"[11876, 11904)",7694,11876,11904
69,NC_030948-64,1,"[11934, 11980)",7739,11934,11980
70,NC_030948-64,1,"[11981, 11989)",7746,11981,11989
71,NC_030948-64,1,"[12004, 12006)",7747,12004,12006
72,NC_030948-64,1,"[12013, 12020)",7753,12013,12020
73,NC_030948-64,1,"[12036, 12134)",7850,12036,12134
74,NC_030948-64,1,"[12138, 12240)",7951,12138,12240
75,NC_030948-64,1,"[12322, 12323)",7951,12322,12323
76,NC_030948-64,1,"[12326, 12395)",8019,12326,12395
77,NC_030948-64,1,"[12417, 12423)",8024,12417,12423
78,NC_030948-64,1,"[12432, 12449)",8040,12432,12449
0,NC_030948-65,1,"[7, 1943)",1935,7,1943
1,NC_030948-65,1,"[1944, 1965)",1955,1944,1965
2,NC_030948-65,1,"[1968, 2179)",2165,1968,2179
3,NC_030948-65,1,"[2229, 2234)",2169,2229,2234
4,NC_030948-65,1,"[2239, 2346)",2275,2239,2346
5,NC_030948-65,1,"[2435, 2448)",2287,2435,2448
6,NC_030948-65,1,"[2517, 2537)",2306,2517,2537
7,NC_030948-65,1,"[2538, 2539)",2306,2538,2539
8,NC_030948-65,1,"[2550, 2591)",2346,2550,2591
9,NC_030948-65,1,"[2652, 2676)",2369,2652,2676
10,NC_030948-65,1,"[2677, 2680)",2371,2677,2680
11,NC_030948-65,1,"[2681, 2682)",2371,2681,2682
12,NC_030948-65,1,"[2695, 2856)",2531,2695,2856
13,NC_030948-65,1,"[2916, 2958)",2572,2916,2958
14,NC_030948-65,1,"[3060, 3087)",2598,3060,3087
15,NC_030948-65,1,"[3162, 3170)",2605,3162,3170
16,NC_030948-65,1,"[3264, 3440)",2780,3264,3440
17,NC_030948-65,1,"[3443, 3468)",2804,3443,3468
18,NC_030948-65,1,"[3540, 3669)",2932,3540,3669
19,NC_030948-65,1,"[3672, 3781)",3040,3672,3781
20,NC_030948-65,1,"[3913, 3994)",3120,3913,3994
21,NC_030948-65,1,"[4129, 4131)",3121,4129,4131
22,NC_030948-65,1,"[4132, 4190)",3178,4132,4190
23,NC_030948-65,1,"[4284, 4896)",3789,4284,4896
24,NC_030948-65,1,"[4939, 5051)",3900,4939,5051
25,NC_030948-65,1,"[5100, 5103)",3902,5100,5103
26,NC_030948-65,1,"[5194, 5196)",3903,5194,5196
27,NC_030948-65,1,"[5197, 5406)",4111,5197,5406
28,NC_030948-65,1,"[5789, 5794)",4115,5789,5794
29,NC_030948-65,1,"[5835, 5837)",4116,5835,5837
30,NC_030948-65,1,"[5839, 5841)",4117,5839,5841
31,NC_030948-65,1,"[6018, 6120)",4218,6018,6120
32,NC_030948-65,1,"[6149, 6162)",4230,6149,6162
